title,year,journal,authors,doi,url,source,collected_at
Radical Translations: Dubious Anglo-German Cultural Transfer in the 1790s,2012,(Re-)Writing the Radical,Barry Murnane,10.1515/9783110290110.44,https://doi.org/10.1515/9783110290110.44,crossref,2025-10-09T13:42:45+00:00
"The ‘Impish Drolleries’ of Exotic Knowledge: Trilogies, Triads, and Troilism in Robertson Davies",1999,ESC: English Studies in Canada,Barry Asker,10.1353/esc.1999.0005,https://doi.org/10.1353/esc.1999.0005,crossref,2025-10-09T13:42:45+00:00
Pointwise domination of matrices and comparison of ℐ<sub><i>p</i></sub>norms,1981,Pacific Journal of Mathematics,Barry Simon,10.2140/pjm.1981.97.471,https://doi.org/10.2140/pjm.1981.97.471,crossref,2025-10-09T13:42:45+00:00
Cult or Profession,2005,Journal of Personality Assessment,Barry Ritzler,10.1207/s15327752jpa8503_12,https://doi.org/10.1207/s15327752jpa8503_12,crossref,2025-10-09T13:42:45+00:00
"Processed strong-motion records from the Solomon Islands earthquakes of December 13, 1981 and March 18, 1983",1985,Open-File Report,Barry Silverstein,10.3133/ofr85261,https://doi.org/10.3133/ofr85261,crossref,2025-10-09T13:42:45+00:00
170,2009,Medicine &amp; Science in Sports &amp; Exercise,Barry Braun,10.1249/01.mss.0000352804.44081.82,https://doi.org/10.1249/01.mss.0000352804.44081.82,crossref,2025-10-09T13:42:45+00:00
"T. R. Prohaska, L. A. Anderson, and R. H. Binstock, editors. Public Health for an Aging Society. Baltimore, MD: John Hopkins University Press, 2012",2013,Canadian Journal on Aging / La Revue canadienne du vieillissement,Barry Worsfold,10.1017/s0714980813000147,https://doi.org/10.1017/s0714980813000147,crossref,2025-10-09T13:42:45+00:00
"Book Review Travelers' Diarrhea Edited by Charles D. Ericsson, Herbert L. DuPont, and Robert Steffen. 326 pp., illustrated, with CD-ROM. Hamilton, Ont., Canada, BC Decker, 2003. $104.95. 1-55009-219-7",2004,New England Journal of Medicine,Michèle Barry,10.1056/nejmbkrev35664,https://doi.org/10.1056/nejmbkrev35664,crossref,2025-10-09T13:42:45+00:00
The academic paper chase,1992,Nursing Standard,Barry Clifton,10.7748/ns.6.52.45.s53,https://doi.org/10.7748/ns.6.52.45.s53,crossref,2025-10-09T13:42:45+00:00
On the Riemann-Roch theorem for orders in the ring of valuation vectors of a function field,1988,Manuscripta Mathematica,Barry Green,10.1007/bf01169340,https://doi.org/10.1007/bf01169340,crossref,2025-10-09T13:42:45+00:00
Shakespeare in Baltimore,1980,Shakespeare Quarterly,Barry Weller,10.2307/2869531,https://doi.org/10.2307/2869531,crossref,2025-10-09T13:42:45+00:00
Conceptual Foundations of Economic and Monetary Union,2023,"The Cambridge Handbook of European Monetary, Economic and Financial Integration",Barry Eichengreen,10.1017/9781009364706.003,https://doi.org/10.1017/9781009364706.003,crossref,2025-10-09T13:42:45+00:00
The Political Phase (1813–15),2008,The Master Musicians: Beethoven,Barry Cooper,10.1093/acprof:oso/9780195313314.003.0013,https://doi.org/10.1093/acprof:oso/9780195313314.003.0013,crossref,2025-10-09T13:42:45+00:00
Editorial: The Integrated Use of Passive and Active Remote Sensing to Address Problems in Atmospheric Environmental and/or Climate Studies,2013,British Journal of Environment and Climate Change,Barry Gross,10.9734/bjecc/2013/7950,https://doi.org/10.9734/bjecc/2013/7950,crossref,2025-10-09T13:42:45+00:00
News and views,1996,International Journal of Paediatric Dentistry,Barry Scheer,10.1111/j.1365-263x.1996.tb00262.x,https://doi.org/10.1111/j.1365-263x.1996.tb00262.x,crossref,2025-10-09T13:42:45+00:00
Cloze Procedure at ‘A’ Level and Beyond,1984,English in Education,Peter Barry,10.1111/j.1754-8845.1984.tb00666.x,https://doi.org/10.1111/j.1754-8845.1984.tb00666.x,crossref,2025-10-09T13:42:45+00:00
A World without Why,2015,Common Knowledge,Barry Allen,10.1215/0961754x-2872450,https://doi.org/10.1215/0961754x-2872450,crossref,2025-10-09T13:42:45+00:00
Solar Energy: Myths and Motives,1977,Hospital Practice,Barry Commoner,10.1080/21548331.1977.11707077,https://doi.org/10.1080/21548331.1977.11707077,crossref,2025-10-09T13:42:45+00:00
Fatawa in Malaysia 1960-1985: Third Coulson Memorial Lecture,1993,Arab Law Quarterly,Barry Hooker,10.2307/3381552,https://doi.org/10.2307/3381552,crossref,2025-10-09T13:42:45+00:00
"The Origins of American Expansion in Hawaii and Samoa, 1865–1900",1988,The International History Review,Barry Rigby,10.1080/07075332.1988.9640475,https://doi.org/10.1080/07075332.1988.9640475,crossref,2025-10-09T13:42:45+00:00
"The disparity in professional qualifications and progress in information
						handling: a European perspective",,Information Science in Transition,Barry Mahon,10.29085/9781856049986.015,https://doi.org/10.29085/9781856049986.015,crossref,2025-10-09T13:42:45+00:00
Management of Acute Leukemia,1993,Baylor University Medical Center Proceedings,Barry Cooper,10.1080/08998280.1993.11929840,https://doi.org/10.1080/08998280.1993.11929840,crossref,2025-10-09T13:42:45+00:00
"British Assessments of Tipu Sultan’s Hill Forts in Northern Mysore, South India, 1802",2012,International Journal of Historical Archaeology,Barry Lewis,10.1007/s10761-012-0172-3,https://doi.org/10.1007/s10761-012-0172-3,crossref,2025-10-09T13:42:45+00:00
the OR: Care and Use of Metals in Orthopedic Surgery,1963,Hospital Topics,Barry Friedman,10.1080/00185868.1963.12082530,https://doi.org/10.1080/00185868.1963.12082530,crossref,2025-10-09T13:42:45+00:00
News,2020,Emergency Medicine News,Barry Wolcott,10.1097/01.eem.0000672472.82632.56,https://doi.org/10.1097/01.eem.0000672472.82632.56,crossref,2025-10-09T13:42:45+00:00
A Social History of the Crime Film,2012,British Crime Film,Barry Forshaw,10.1057/9781137274595_1,https://doi.org/10.1057/9781137274595_1,crossref,2025-10-09T13:42:45+00:00
The Politics of Mental Handicap (Book).,1982,Sociology of Health &amp; Illness,Barry Richards,10.1111/1467-9566.ep11339973,https://doi.org/10.1111/1467-9566.ep11339973,crossref,2025-10-09T13:42:45+00:00
Pedagogical Study into Tertiary Learning Styles in Vietnam,2016,International Journal of Business and Social Research,Barry Ramsay,10.18533/ijbsr.v6i6.955,https://doi.org/10.18533/ijbsr.v6i6.955,crossref,2025-10-09T13:42:45+00:00
The VSM toolbox: Software for the viable system model,1994,Systems Practice,Barry Clemson,10.1007/bf02169175,https://doi.org/10.1007/bf02169175,crossref,2025-10-09T13:42:45+00:00
"Chandra MUKERJI and Michael SCHUDSON (eds.), Rethinking Popular Culture (Berkeley, University of California Press, 1991,501 p. ISBN 0-520-06892-0)",1993,Ethnologies,Barry Edginton,10.7202/1082556ar,https://doi.org/10.7202/1082556ar,crossref,2025-10-09T13:42:45+00:00
Yeats: A Case for Resurrection,1979,The Canadian Journal of Irish Studies,Barry Bauska,10.2307/25512451,https://doi.org/10.2307/25512451,crossref,2025-10-09T13:42:45+00:00
:<i>The Cambridge History of Welsh Literature</i>,2024,Speculum,Barry Lewis,10.1086/730907,https://doi.org/10.1086/730907,crossref,2025-10-09T13:42:45+00:00
News and Views,1994,International Journal of Paediatric Dentistry,Barry Scheer,10.1111/j.1365-263x.1994.tb00133.x,https://doi.org/10.1111/j.1365-263x.1994.tb00133.x,crossref,2025-10-09T13:42:45+00:00
Review of Anorexia nervosa: A multidimensional perspective.,1983,Family Systems Medicine,Barry Dym,10.1037/h0090095,https://doi.org/10.1037/h0090095,crossref,2025-10-09T13:42:45+00:00
On the Edge of the World,2002,Historically Speaking,Barry Cunliffe,10.1353/hsp.2002.0059,https://doi.org/10.1353/hsp.2002.0059,crossref,2025-10-09T13:42:45+00:00
A Power Stronger than Itself: The AACM and American Experimental Music (review),2009,American Studies,Barry Shank,10.1353/ams.2011.0063,https://doi.org/10.1353/ams.2011.0063,crossref,2025-10-09T13:42:45+00:00
The Responsibility of Science to Man,1964,Perspectives in Biology and Medicine,Barry Commoner,10.1353/pbm.1964.0008,https://doi.org/10.1353/pbm.1964.0008,crossref,2025-10-09T13:42:45+00:00
The enforcer,2007,New Scientist,Barry Fox,10.1016/s0262-4079(07)61445-6,https://doi.org/10.1016/s0262-4079(07)61445-6,crossref,2025-10-09T13:42:45+00:00
BOOKS,1987,Early Music,Barry Cooper,10.1093/earlyj/xv.3.401,https://doi.org/10.1093/earlyj/xv.3.401,crossref,2025-10-09T13:42:45+00:00
Presidential Message,1988,Australian Endodontic Newsletter,Barry Feiglin,10.1111/j.1747-4477.1988.tb00779.x,https://doi.org/10.1111/j.1747-4477.1988.tb00779.x,crossref,2025-10-09T13:42:45+00:00
The Contribution of Electron,2007,Imaging &amp; Microscopy,Barry Dowsett,10.1002/imic.200790146,https://doi.org/10.1002/imic.200790146,crossref,2025-10-09T13:42:45+00:00
"Denison, Edward (1915â1992)",,"The New Palgrave Dictionary of Economics, 2012 Version",Barry Bosworth,10.1057/9781137336583.0394,https://doi.org/10.1057/9781137336583.0394,crossref,2025-10-09T13:42:45+00:00
Learning from Student Reflections,2013,Nurturing Reflective Learners in Mathematics,Barry KISSANE,10.1142/9789814472760_0007,https://doi.org/10.1142/9789814472760_0007,crossref,2025-10-09T13:42:45+00:00
Writing Class,1995,Language Arts,Barry Benson,10.58680/la199524452,https://doi.org/10.58680/la199524452,crossref,2025-10-09T13:42:45+00:00
Bridging the Gap from the Other Side: How Corpora Are Used by English Teachers in Norwegian Schools,2021,Nordic Journal of English Studies,Barry Kavanagh,10.35360/njes.522,https://doi.org/10.35360/njes.522,crossref,2025-10-09T13:42:45+00:00
Biometaphysics,2009,The Routledge Companion to Metaphysics,Barry Smith,10.4324/9780203879306-56,https://doi.org/10.4324/9780203879306-56,crossref,2025-10-09T13:42:45+00:00
Rock,2014,Heroin and Music in New York City,Barry Spunt,10.1057/9781137314291_3,https://doi.org/10.1057/9781137314291_3,crossref,2025-10-09T13:42:45+00:00
A critical refection on the enablers of transformative health promotion action,2020,European Journal of Public Health,M Barry,10.1093/eurpub/ckaa165.301,https://doi.org/10.1093/eurpub/ckaa165.301,crossref,2025-10-09T13:42:45+00:00
Chapter 3: Overview of Existing National Taxation of the Financial Sector,2012,Taxing the Financial Sector,Barry Larking,10.59403/1v8ae8n003,https://doi.org/10.59403/1v8ae8n003,crossref,2025-10-09T13:42:45+00:00
"Wizards, Warriors, and the Beast Glatisant in Love",1997,Novel Gazing,Barry Weller,10.1215/9780822382478-012,https://doi.org/10.1215/9780822382478-012,crossref,2025-10-09T13:42:45+00:00
"The Genera Flavobacterium,Sphingobacterium, and Weeksella",1992,The Prokaryotes,Barry Holmes,10.1007/978-1-4757-2191-1_36,https://doi.org/10.1007/978-1-4757-2191-1_36,crossref,2025-10-09T13:42:45+00:00
Fokus Bank: the end of withholding tax as we know it?,2005,EC Tax Review,Barry Larking,10.54648/ecta2005017,https://doi.org/10.54648/ecta2005017,crossref,2025-10-09T13:42:45+00:00
From information to intentionality,1987,Synthese,Barry Loewer,10.1007/bf00413940,https://doi.org/10.1007/bf00413940,crossref,2025-10-09T13:42:45+00:00
Book Review: School Counseling Principles: Ethics and Law (2nd Ed.),2010,Professional School Counseling,Manda Barry,10.1177/2156759x1001300503,https://doi.org/10.1177/2156759x1001300503,crossref,2025-10-09T13:42:45+00:00
News from the Invisible World: The Publishing History of Tales of the Supernatural c.1660–1832,2017,Cultures of Witchcraft in Europe from the Middle Ages to the Present,Jonathan Barry,10.1007/978-3-319-63784-6_9,https://doi.org/10.1007/978-3-319-63784-6_9,crossref,2025-10-09T13:42:45+00:00
"Third-level education, foreign direct investment and economic boom in Ireland",2007,International Journal of Technology Management,Frank Barry,10.1504/ijtm.2007.012710,https://doi.org/10.1504/ijtm.2007.012710,crossref,2025-10-09T13:42:45+00:00
Isometric Embeddings of Pro-Euclidean Spaces,2015,Analysis and Geometry in Metric Spaces,Barry Minemyer,10.1515/agms-2015-0019,https://doi.org/10.1515/agms-2015-0019,crossref,2025-10-09T13:42:45+00:00
Ecology and social action,1974,Philosophica,Barry COMMONER,10.21825/philosophica.82725,https://doi.org/10.21825/philosophica.82725,crossref,2025-10-09T13:42:45+00:00
DTREE II for Personality Disorders (Software),1991,Journal of Personality Assessment,Barry Schlosser,10.1207/s15327752jpa5701_22,https://doi.org/10.1207/s15327752jpa5701_22,crossref,2025-10-09T13:42:45+00:00
Interdisciplinary Programs,1973,ADE Bulletin,Barry Marks,10.1632/ade.36.52,https://doi.org/10.1632/ade.36.52,crossref,2025-10-09T13:42:45+00:00
"B. Demmig-Adams, G. Garab, W. Adams III, Govindjee (eds.): Non-photochemical quenching and energy dissipation in plants algae and cyanobacteria. Advances in Photosynthesis, and Respiration Series",2015,Photosynthesis Research,Barry Osmond,10.1007/s11120-015-0100-6,https://doi.org/10.1007/s11120-015-0100-6,crossref,2025-10-09T13:42:45+00:00
The Battle of Edgecote or Banbury (1469) Through the Eyes of Contemporary Welsh Poets,2011,Journal of Medieval Military History,Barry Lewis,10.1515/9781846159848-007,https://doi.org/10.1515/9781846159848-007,crossref,2025-10-09T13:42:45+00:00
Oligonucleotide-directed restriction endonuclease digestion,1989,Nucleic Acids Research,Barry Milavetz,10.1093/nar/17.8.3322,https://doi.org/10.1093/nar/17.8.3322,crossref,2025-10-09T13:42:45+00:00
‘The Hard Lyric’:,2001,Gladsongs and Gatherings,Peter Barry,10.2307/j.ctt5vjdfd.7,https://doi.org/10.2307/j.ctt5vjdfd.7,crossref,2025-10-09T13:42:45+00:00
How to successfully apply performance technology in organizations,1985,Performance + Instruction,Barry Boothe,10.1002/pfi.4150240703,https://doi.org/10.1002/pfi.4150240703,crossref,2025-10-09T13:42:45+00:00
New Titles,2021,The Canadian Field-Naturalist,Barry Cottam,10.22621/cfn.v135i1.2849,https://doi.org/10.22621/cfn.v135i1.2849,crossref,2025-10-09T13:42:45+00:00
Do 'basal-like' breast cancers really exist?,2008,Nature Reviews Cancer,Barry Gusterson,10.1038/nrc2571,https://doi.org/10.1038/nrc2571,crossref,2025-10-09T13:42:45+00:00
Cooperation between T and B Cells. A Minimal Model,1987,Immunological Reviews,Barry Jones,10.1111/j.1600-065x.1987.tb01169.x,https://doi.org/10.1111/j.1600-065x.1987.tb01169.x,crossref,2025-10-09T13:42:45+00:00
Subjective frequency and the lexical decision latency function: Implications for mechanisms of lexical access,1985,Journal of Memory and Language,Barry Gordon,10.1016/0749-596x(85)90050-6,https://doi.org/10.1016/0749-596x(85)90050-6,crossref,2025-10-09T13:42:45+00:00
Recirculation Measures with Urea and Mannitol During Hemodialysis,1994,Artificial Organs,Barry Kirschbaum,10.1111/j.1525-1594.1994.tb03377.x,https://doi.org/10.1111/j.1525-1594.1994.tb03377.x,crossref,2025-10-09T13:42:45+00:00
Root morphology changes in Macaca fascicularis incident to orthodontic forces,1987,American Journal of Orthodontics and Dentofacial Orthopedics,Barry Rosenberg,10.1016/0889-5406(87)90193-4,https://doi.org/10.1016/0889-5406(87)90193-4,crossref,2025-10-09T13:42:45+00:00
"Canadian Labor Today: Partial Successes, Real Challenges",2005,Monthly Review,Barry Brennan,10.14452/mr-057-02-2005-06_6,https://doi.org/10.14452/mr-057-02-2005-06_6,crossref,2025-10-09T13:42:45+00:00
"Korea, North",2013,The Stateman’s Yearbook,Barry Turner,10.1007/978-1-349-59643-0_249,https://doi.org/10.1007/978-1-349-59643-0_249,crossref,2025-10-09T13:42:45+00:00
Comoros,2014,The Stateman’s Yearbook,Barry Turner,10.1007/978-1-349-67278-3_201,https://doi.org/10.1007/978-1-349-67278-3_201,crossref,2025-10-09T13:42:45+00:00
Overview,2002,Managing for Healthy Ecosystems,Barry Wilson,10.1201/9781420032130.sec1.3,https://doi.org/10.1201/9781420032130.sec1.3,crossref,2025-10-09T13:42:45+00:00
Psychologic and supportive care issues in the transplant setting,2009,Hematopoietic Stem Cell Transplantation in Clinical Practice,Barry Quinn,10.1016/b978-0-443-10147-2.50040-0,https://doi.org/10.1016/b978-0-443-10147-2.50040-0,crossref,2025-10-09T13:42:45+00:00
"Minor Tranquilizers: Use, Misuse or Overuse?",1975,Psychosomatics,Barry Blackwell,10.1016/s0033-3182(75)71231-8,https://doi.org/10.1016/s0033-3182(75)71231-8,crossref,2025-10-09T13:42:45+00:00
Computers and preventative diagnosis. A survey with bioinformatics examples of mitochondrial small open reading frame peptides as portents of a new generation of powerful biomarkers,2022,Computers in Biology and Medicine,Barry Robson,10.1016/j.compbiomed.2021.105116,https://doi.org/10.1016/j.compbiomed.2021.105116,crossref,2025-10-09T13:42:45+00:00
"Those who can’t, teach? Some Aspects of Byzantine Literary Criticism",1989,Roman and Byzantine Papers,Barry Baldwin,10.1163/9789004673137_109,https://doi.org/10.1163/9789004673137_109,crossref,2025-10-09T13:42:45+00:00
Some Aspects of Roman and Byzantine Science,1989,Roman and Byzantine Papers,Barry Baldwin,10.1163/9789004673137_104,https://doi.org/10.1163/9789004673137_104,crossref,2025-10-09T13:42:45+00:00
"White, Lenny",2003,Oxford Music Online,Barry Kernfeld,10.1093/gmo/9781561592630.article.j481300,https://doi.org/10.1093/gmo/9781561592630.article.j481300,crossref,2025-10-09T13:42:45+00:00
The Proteasome: Source and a Target of Oxidative Stress?,,The Proteasome in Neurodegeneration,Barry Halliwell,10.1007/0-387-28500-8_6,https://doi.org/10.1007/0-387-28500-8_6,crossref,2025-10-09T13:42:45+00:00
Emorragia post-operatoria,,Chirurgia addominale d’urgenza: il buon senso di Schein,Barry Armstrong,10.1007/978-88-470-0625-6_50,https://doi.org/10.1007/978-88-470-0625-6_50,crossref,2025-10-09T13:42:45+00:00
Cross-cultural interviews and selection,2011,Managing Cross-Cultural Communication,Barry Maude,10.1007/978-0-230-34595-9_12,https://doi.org/10.1007/978-0-230-34595-9_12,crossref,2025-10-09T13:42:45+00:00
A Foul and Pestilent Congregation,2019,,Barry Wind,10.4324/9780429460913,https://doi.org/10.4324/9780429460913,crossref,2025-10-09T13:42:45+00:00
"Davenport, Wallace",2003,Oxford Music Online,Barry Kernfeld,10.1093/gmo/9781561592630.article.j112800,https://doi.org/10.1093/gmo/9781561592630.article.j112800,crossref,2025-10-09T13:42:45+00:00
Juvenile Justice in Europe,2018,,Barry Goldson,10.4324/9781315194493,https://doi.org/10.4324/9781315194493,crossref,2025-10-09T13:42:45+00:00
Becoming a subject,2018,"Using Key Passages to Understand Literature, Theory and Criticism",Barry Laga,10.4324/9780203710173-2,https://doi.org/10.4324/9780203710173-2,crossref,2025-10-09T13:42:45+00:00
3-Hydroxypyridine,2001,Encyclopedia of Reagents for Organic Synthesis,Barry Lygo,10.1002/047084289x.rh065,https://doi.org/10.1002/047084289x.rh065,crossref,2025-10-09T13:42:45+00:00
Synoptic climatology,,Encyclopedia of Earth Science,Roger Barry,10.1007/0-387-30749-4_173,https://doi.org/10.1007/0-387-30749-4_173,crossref,2025-10-09T13:42:45+00:00
In Memory of Jan Zehentner,2008,IEEE Microwave Magazine,Barry Perlman,10.1109/mmm.2008.915360,https://doi.org/10.1109/mmm.2008.915360,crossref,2025-10-09T13:42:45+00:00
Adventures in Personalized Web Search,,Research and Development in Intelligent Systems XXIV,Barry Smyth,10.1007/978-1-84800-094-0_1,https://doi.org/10.1007/978-1-84800-094-0_1,crossref,2025-10-09T13:42:45+00:00
Theory and Methods,2007,The Blackwell Encyclopedia of Sociology,Barry Markovsky,10.1002/9781405165518.wbeost022,https://doi.org/10.1002/9781405165518.wbeost022,crossref,2025-10-09T13:42:45+00:00
Nuclear Strategy and Nuclear Weapons,1974,Scientific American,Barry Carter,10.1038/scientificamerican0574-20,https://doi.org/10.1038/scientificamerican0574-20,crossref,2025-10-09T13:42:45+00:00
"Til Debt Do Us Part:  The U.S. Capital Market and Foreign Lending, 1920-1955",1987,,Barry Eichengreen,10.3386/w2394,https://doi.org/10.3386/w2394,crossref,2025-10-09T13:42:45+00:00
"Herbert (Harbert), Sir William",2009,Dictionary of Irish Biography,Judy Barry,10.3318/dib.003960.v1,https://doi.org/10.3318/dib.003960.v1,crossref,2025-10-09T13:42:45+00:00
Skeletal problems.,2021,Poultry Health: A Guide for Professionals,Barry Thorp,10.1079/9781789245042.0013,https://doi.org/10.1079/9781789245042.0013,crossref,2025-10-09T13:42:45+00:00
Digging a Trench in an Upstairs Gallery,2022,Curating The Great War,Martin Barry,10.4324/9781003263531-11,https://doi.org/10.4324/9781003263531-11,crossref,2025-10-09T13:42:45+00:00
"Powell, Humphrey",2009,Dictionary of Irish Biography,Judy Barry,10.3318/dib.007450.v1,https://doi.org/10.3318/dib.007450.v1,crossref,2025-10-09T13:42:45+00:00
EBLR and the Future of European Business Law,1997,European Business Law Review,Barry Rider,10.54648/eulr1997007,https://doi.org/10.54648/eulr1997007,crossref,2025-10-09T13:42:45+00:00
Not just petrol heads,2011,European Journal for Research on the Education and Learning of Adults,Barry Golding,10.3384/rela.2000-7426.rela0015,https://doi.org/10.3384/rela.2000-7426.rela0015,crossref,2025-10-09T13:42:45+00:00
"Social Realism in the 1950s: The Contribution of ""Revista Española""",1991,Bulletin of Hispanic Studies,BARRY JORDAN,10.3828/bhs.68.2.281,https://doi.org/10.3828/bhs.68.2.281,crossref,2025-10-09T13:42:45+00:00
Every day a school day,2021,Journal of Paramedic Practice,Barry Costello,10.12968/jpar.2021.13.7.304,https://doi.org/10.12968/jpar.2021.13.7.304,crossref,2025-10-09T13:42:45+00:00
Traumatic Creativity,2012,Journal of Literary Theory,BARRY STAMPFL,10.1515/jlt-2011-0015,https://doi.org/10.1515/jlt-2011-0015,crossref,2025-10-09T13:42:45+00:00
"Katy Layton-Jones . Beyond the Metropolis: The Changing Image of Urban Britain, 1780–1880. Manchester: Manchester University Press, 2016. Pp. 203. $110.00 (cloth).",2017,Journal of British Studies,Clare Barry,10.1017/jbr.2017.45,https://doi.org/10.1017/jbr.2017.45,crossref,2025-10-09T13:42:45+00:00
El Salvador,2013,The Stateman’s Yearbook,Barry Turner,10.1007/978-1-349-59643-0_213,https://doi.org/10.1007/978-1-349-59643-0_213,crossref,2025-10-09T13:42:45+00:00
Treating the sexual offender: experiential techniques,2018,Sexual Abuse and the Sexual Offender,Barry Maletzky,10.4324/9780429480003-8,https://doi.org/10.4324/9780429480003-8,crossref,2025-10-09T13:42:45+00:00
Bossa nova (jazz),2003,Oxford Music Online,Barry Kernfeld,10.1093/gmo/9781561592630.article.j990003,https://doi.org/10.1093/gmo/9781561592630.article.j990003,crossref,2025-10-09T13:42:45+00:00
"Jones, Etta",2003,Oxford Music Online,Barry Kernfeld,10.1093/gmo/9781561592630.article.j235600,https://doi.org/10.1093/gmo/9781561592630.article.j235600,crossref,2025-10-09T13:42:45+00:00
"Jarman, Joseph (jazz)",2003,Oxford Music Online,Barry Kernfeld,10.1093/gmo/9781561592630.article.j222800,https://doi.org/10.1093/gmo/9781561592630.article.j222800,crossref,2025-10-09T13:42:45+00:00
Book review,1978,Behavior Therapy,Barry Miller,10.1016/s0005-7894(78)80067-7,https://doi.org/10.1016/s0005-7894(78)80067-7,crossref,2025-10-09T13:42:45+00:00
Kazakhstan,2013,The Stateman’s Yearbook,Barry Turner,10.1007/978-1-349-59643-0_246,https://doi.org/10.1007/978-1-349-59643-0_246,crossref,2025-10-09T13:42:45+00:00
Bruegel,2014,The Stateman’s Yearbook,Barry Turner,10.1007/978-1-349-67278-3_118,https://doi.org/10.1007/978-1-349-67278-3_118,crossref,2025-10-09T13:42:45+00:00
The Persistence of Memory,1998,Rethinking The new deal court,Barry Cushman,10.1093/oso/9780195115321.003.0012,https://doi.org/10.1093/oso/9780195115321.003.0012,crossref,2025-10-09T13:42:45+00:00
The Support of Scientific Controversy,2022,Controversies in Alcoholism and Substance Abuse,Barry Stimmel,10.4324/9781003282822-2,https://doi.org/10.4324/9781003282822-2,crossref,2025-10-09T13:42:45+00:00
English Political Histories: General,2021,Handbook for History Teachers,Barry Coward,10.4324/9781032163840-116,https://doi.org/10.4324/9781032163840-116,crossref,2025-10-09T13:42:45+00:00
Intergovernmental Authority on Development,2014,The Stateman’s Yearbook,Barry Turner,10.1007/978-1-349-67278-3_69,https://doi.org/10.1007/978-1-349-67278-3_69,crossref,2025-10-09T13:42:45+00:00
"Urso, Phil(ip)",2003,Oxford Music Online,Barry Kernfeld,10.1093/gmo/9781561592630.article.j462000,https://doi.org/10.1093/gmo/9781561592630.article.j462000,crossref,2025-10-09T13:42:45+00:00
Simple neighborhoods,1962,Bulletin of the American Mathematical Society,Barry Mazur,10.1090/s0002-9904-1962-10733-2,https://doi.org/10.1090/s0002-9904-1962-10733-2,crossref,2025-10-09T13:42:45+00:00
What is Economics?,1993,Introductory Economics Course Companion,Barry Harrison,10.1007/978-1-349-13004-7_1,https://doi.org/10.1007/978-1-349-13004-7_1,crossref,2025-10-09T13:42:45+00:00
"Syria, Economy of",2014,The New Palgrave Dictionary of Economics,Barry Turner,10.1057/978-1-349-95121-5_2880-1,https://doi.org/10.1057/978-1-349-95121-5_2880-1,crossref,2025-10-09T13:42:45+00:00
"Lydia R. Otero. <i>La Calle: Spatial Conflicts and Urban Renewal in a Southwest City</i>. Tucson: University of Arizona Press, 2010. 288 pp.; 39 black-and-white figures, notes, selected bibliography. $24.95 (paper).",2012,Winterthur Portfolio,Barry Joyce,10.1086/669749,https://doi.org/10.1086/669749,crossref,2025-10-09T13:42:45+00:00
Policing the Future,1994,Criminal Justice Matters,Barry Loveday,10.1080/09627259408552679,https://doi.org/10.1080/09627259408552679,crossref,2025-10-09T13:42:45+00:00
Glenn Gould and the New Listener,2010,Performance Research,Barry Mauer,10.1080/13528165.2010.527216,https://doi.org/10.1080/13528165.2010.527216,crossref,2025-10-09T13:42:45+00:00
Barry List,2019,Authors group,Barry List,10.1287/895972b5-778b-4080-aed9-4d6106babbb6,https://doi.org/10.1287/895972b5-778b-4080-aed9-4d6106babbb6,crossref,2025-10-09T13:42:45+00:00
Global chatter: the reality of ‘business English’,1996,English Today,Barry Newman,10.1017/s0266078400008968,https://doi.org/10.1017/s0266078400008968,crossref,2025-10-09T13:42:45+00:00
<i>War Memorials as Political Landscape: The American Experience and Beyond.</i>James M. Mayo,1989,American Journal of Sociology,Barry Schwartz,10.1086/229263,https://doi.org/10.1086/229263,crossref,2025-10-09T13:42:45+00:00
"Reference, Readers' Advisory, and Relevance",2012,The Reference Librarian,Barry Trott,10.1080/02763877.2011.596367,https://doi.org/10.1080/02763877.2011.596367,crossref,2025-10-09T13:42:45+00:00
"Edited by Rainer Jaenicke Elsevier/North‐Holland; Amsterdam, New York",1980,FEBS Letters,Barry Robson,10.1016/0014-5793(80)80322-x,https://doi.org/10.1016/0014-5793(80)80322-x,crossref,2025-10-09T13:42:45+00:00
Evolutionary anatomy of the primate cerebral cortex,2001,American Journal of Human Biology,Barry Keverne,10.1002/ajhb.10022,https://doi.org/10.1002/ajhb.10022,crossref,2025-10-09T13:42:45+00:00
"Lookout! The special collection on religious movements, sects and cults",2017,ANZTLA EJournal,Bridget Barry,10.31046/anztla.vi15.463,https://doi.org/10.31046/anztla.vi15.463,crossref,2025-10-09T13:42:45+00:00
Reference resources 2001,2002,ANZTLA EJournal,Rhonda Barry,10.31046/anztla.v0i45.1157,https://doi.org/10.31046/anztla.v0i45.1157,crossref,2025-10-09T13:42:45+00:00
Bioviolence,2007,,Barry Kellman,10.1017/cbo9780511510625,https://doi.org/10.1017/cbo9780511510625,crossref,2025-10-09T13:42:45+00:00
"Historical Reflections on Transnationalism, Race, and the American Immigrant Saga",1992,Annals of the New York Academy of Sciences,BARRY GOLDBERG,10.1111/j.1749-6632.1992.tb33493.x,https://doi.org/10.1111/j.1749-6632.1992.tb33493.x,crossref,2025-10-09T13:42:45+00:00
American Biedermeier,2009,Leonard Bernstein,Barry Seldes,10.1525/california/9780520257641.003.0004,https://doi.org/10.1525/california/9780520257641.003.0004,crossref,2025-10-09T13:42:45+00:00
